"Text"   ,"FirstPerson","InnerThinking","ThinkPositive","ThinkNegative","ThinkAhead","ThinkBack","Reasoning","Share_SocTies","Direct_Activity","Interacting","Notifying","LinearGuidance","WordPicture","SpaceInterval","Motion","PastEvents","TimeInterval","ShiftingEvents","Text_Coverage","Genre","Counter","Corpus","Corp.Genre"
fFR11.txt,0.9          ,3.41           ,0.66           ,4.4            ,0.99        ,0.41       ,3.46       ,2.47           ,0.29             ,1.07         ,2.26       ,4.07            ,3.04         ,0.74           ,0.29    ,1.11        ,2.22          ,0.7             ,32.49          ,6      ,644      ,2       ,206
fFR12.txt,0.57         ,2.42           ,1.49           ,1.14           ,1.63        ,0.57       ,2.94       ,2.86           ,0.48             ,2.02         ,3.95       ,3.87            ,3.43         ,0.79           ,0.35    ,0.97        ,1.36          ,1.05            ,31.89          ,6      ,645      ,2       ,206
fFR13.txt,0            ,3.24           ,1.02           ,1.86           ,2.04        ,0.4        ,2.17       ,2.84           ,1.24             ,0.58         ,3.1        ,2.39            ,4.7          ,0.62           ,0.58    ,1.6         ,1.15          ,0.93            ,30.46          ,6      ,646      ,2       ,206
fFR14.txt,1.51         ,3.02           ,0.6            ,2.41           ,1.59        ,0.43       ,2.37       ,2.93           ,0.09             ,0.22         ,3.53       ,3.4             ,5.08         ,1.46           ,0.6     ,2.41        ,1.68          ,1.03            ,34.36          ,6      ,647      ,2       ,206
fFR15.txt,1.22         ,3.04           ,1.01           ,1.05           ,1.01        ,0.24       ,1.74       ,1.42           ,0.12             ,0.57         ,2.51       ,8.95            ,5.71         ,1.01           ,0.36    ,1.18        ,1.09          ,0.49            ,32.72          ,6      ,648      ,2       ,206
fFR16.txt,3.94         ,2.85           ,1.36           ,1.31           ,0.88        ,0.39       ,2.63       ,2.19           ,0.09             ,0.88         ,2.45       ,3.64            ,5.87         ,1.1            ,0.48    ,1.97        ,1.49          ,1.53            ,35.05          ,6      ,649      ,2       ,206
fFR17.txt,0.08         ,1.76           ,0.63           ,0.59           ,0.42        ,0.17       ,1.46       ,1.17           ,0.54             ,0.17         ,2.05       ,2.01            ,8.4          ,2.17           ,0.46    ,1.13        ,0.75          ,0.79            ,24.75          ,6      ,650      ,2       ,206
fFR18.txt,0.52         ,2.34           ,0.35           ,0.82           ,0.74        ,0.26       ,3.5        ,1.77           ,0.17             ,0.3          ,3.16       ,2.98            ,3.46         ,0.35           ,0.13    ,0.61        ,1.73          ,0.43            ,23.62          ,6      ,651      ,2       ,206
fFR19.txt,0            ,1.82           ,0.84           ,0.93           ,1.15        ,0.44       ,1.37       ,2.66           ,0.31             ,0.13         ,2.26       ,3.32            ,5.76         ,1.02           ,0.4     ,2.79        ,1.6           ,0.44            ,27.24          ,6      ,652      ,2       ,206
fFR2.txt ,0            ,2.37           ,0.54           ,1.2            ,0.66        ,0.5        ,3.32       ,1.29           ,0.21             ,0.62         ,2.78       ,4.11            ,4.65         ,0.62           ,0.66    ,1.24        ,1.2           ,0.71            ,26.68          ,6      ,653      ,2       ,206
fFR20.txt,0            ,2.43           ,1.13           ,1              ,1.22        ,0.39       ,2.52       ,4.09           ,0.26             ,0.43         ,3.13       ,3.61            ,3.56         ,0.56           ,0.43    ,0.91        ,1.52          ,0.35            ,27.54          ,6      ,654      ,2       ,206
fFR21.txt,0            ,2.17           ,0.68           ,0.64           ,1.23        ,0.55       ,2.38       ,1.11           ,0.13             ,0.09         ,3.19       ,2.04            ,3.15         ,0.77           ,0.04    ,2.21        ,1.45          ,0.81            ,22.64          ,6      ,655      ,2       ,206
fFR22.txt,0.04         ,3.57           ,0.57           ,1.41           ,1.72        ,0.18       ,2.95       ,2.86           ,0.57             ,2.78         ,3.26       ,2.03            ,7            ,0.53           ,0.35    ,1.23        ,1.28          ,0.35            ,32.68          ,6      ,656      ,2       ,206
fFR23.txt,0.17         ,2.34           ,0.3            ,1.39           ,1.13        ,0.26       ,4.12       ,2.21           ,0.35             ,0.26         ,3.34       ,3.99            ,3.51         ,1.13           ,0.43    ,1.43        ,0.87          ,0.43            ,27.66          ,6      ,657      ,2       ,206
fFR24.txt,0.17         ,2.16           ,0.42           ,1.82           ,1.1         ,0.85       ,1.82       ,1.31           ,0                ,0.17         ,2.92       ,4.15            ,6.64         ,1.82           ,0.47    ,2.5         ,0.93          ,1.02            ,30.27          ,6      ,658      ,2       ,206
fFR25.txt,0            ,2.31           ,0.58           ,1.47           ,0.85        ,0.27       ,3.91       ,3.2            ,0.18             ,0.04         ,3.02       ,3.29            ,6.23         ,0.58           ,0.09    ,0.76        ,1.25          ,0.53            ,28.56          ,6      ,659      ,2       ,206
fFR26.txt,0.86         ,2.42           ,1.23           ,0.53           ,0.7         ,0.66       ,2.1        ,2.1            ,0.16             ,0.45         ,2.75       ,3.57            ,7.35         ,0.86           ,0.33    ,1.4         ,1.48          ,0.37            ,29.32          ,6      ,660      ,2       ,206
fFR27.txt,0            ,2.5            ,0.69           ,1.08           ,0.73        ,0.39       ,2.41       ,1.51           ,0.17             ,0.17         ,4.09       ,3.1             ,6.85         ,0.69           ,0.22    ,0.99        ,1.77          ,0.52            ,27.88          ,6      ,661      ,2       ,206
fFR28.txt,0.04         ,2.73           ,0.26           ,0.57           ,0.97        ,0.53       ,2.51       ,2.69           ,0.22             ,0.04         ,2.33       ,3.26            ,2.64         ,0.88           ,0.22    ,2.07        ,2.64          ,0.44            ,25.04          ,6      ,662      ,2       ,206
fFR29.txt,1.61         ,2.03           ,0.54           ,1.28           ,0.99        ,0.33       ,3.22       ,2.36           ,0.25             ,1.94         ,2.56       ,3.6             ,4.09         ,0.41           ,0.04    ,1.61        ,1.49          ,0.83            ,29.18          ,6      ,663      ,2       ,206
fFR3.txt ,0            ,2.55           ,1.01           ,0.7            ,1.36        ,0.4        ,2.94       ,1.84           ,0.35             ,1.89         ,3.82       ,2.64            ,3.07         ,1.67           ,0.18    ,1.36        ,1.54          ,1.05            ,28.37          ,6      ,664      ,2       ,206
fFR30.txt,0            ,3.9            ,0.57           ,0.57           ,1.62        ,0.18       ,3.77       ,3.99           ,0.44             ,0.26         ,3.03       ,3.25            ,3.82         ,0.7            ,0.04    ,1.36        ,1.93          ,1.01            ,30.44          ,6      ,665      ,2       ,206
fFR31.txt,0.31         ,2.72           ,0.57           ,1.54           ,0.53        ,0.48       ,3.16       ,2.11           ,0.22             ,0.53         ,2.32       ,3.33            ,6.45         ,1.01           ,0.66    ,1.75        ,1.23          ,0.92            ,29.84          ,6      ,666      ,2       ,206
fFR32.txt,0            ,1.59           ,0.75           ,0.7            ,1.54        ,0.44       ,2.07       ,2.73           ,0.35             ,0.13         ,3.26       ,3.17            ,8.33         ,0.88           ,1.63    ,1.54        ,1.81          ,0.4             ,31.32          ,6      ,667      ,2       ,206
fFR33.txt,0.43         ,2.07           ,0.95           ,1.59           ,1.08        ,0.52       ,2.33       ,3.62           ,0.3              ,0.04         ,2.28       ,4.57            ,4.78         ,0.65           ,0.26    ,2.2         ,0.6           ,0.6             ,28.87          ,6      ,668      ,2       ,206
fFR34.txt,0.08         ,2.56           ,0.54           ,0.83           ,1.16        ,0.17       ,1.82       ,3.35           ,0.33             ,0.74         ,2.77       ,5.99            ,5.53         ,0.87           ,0.29    ,1.65        ,1.45          ,0.74            ,30.87          ,6      ,669      ,2       ,206
fFR35.txt,0            ,1.62           ,0.64           ,0.51           ,0.77        ,0.21       ,1.67       ,2.09           ,0.13             ,0.04         ,3.12       ,2.26            ,9.82         ,1.37           ,0.51    ,3.33        ,1.88          ,0.51            ,30.48          ,6      ,670      ,2       ,206
fFR36.txt,1.65         ,2.62           ,0.59           ,1.57           ,0.51        ,0.38       ,2.84       ,1.44           ,0.04             ,0.8          ,3.13       ,4.49            ,4.15         ,1.02           ,0.38    ,1.44        ,0.76          ,1.1             ,28.91          ,6      ,671      ,2       ,206
fFR37.txt,0.17         ,2.98           ,0.99           ,1.55           ,1.64        ,0.13       ,3.88       ,4.75           ,0.39             ,0.91         ,2.93       ,5.74            ,4.49         ,0.39           ,0.04    ,1.04        ,0.73          ,0.26            ,33.01          ,6      ,672      ,2       ,206
fFR38.txt,0.26         ,3.3            ,0.39           ,0.99           ,0.69        ,0.13       ,3.34       ,3.04           ,0.13             ,0.26         ,2.44       ,2.74            ,5.14         ,1.11           ,0.21    ,2.01        ,0.81          ,0.56            ,27.55          ,6      ,673      ,2       ,206
fFR39.txt,0.09         ,3.78           ,1.36           ,2.15           ,0.92        ,0.44       ,2.59       ,4.84           ,0.31             ,0.92         ,2.77       ,3.25            ,4.66         ,0.66           ,0.35    ,1.06        ,1.36          ,0.92            ,32.43          ,6      ,674      ,2       ,206
fFR4.txt ,0            ,3.08           ,0.73           ,1.54           ,0.98        ,0.09       ,2.7        ,1.97           ,0.21             ,2.05         ,2.57       ,4.84            ,5.22         ,0.43           ,0.26    ,1.07        ,1.93          ,0.64            ,30.31          ,6      ,675      ,2       ,206
fFR40.txt,0            ,1.33           ,0.6            ,0.77           ,0.77        ,0.3        ,1.94       ,1.64           ,0.04             ,0.04         ,1.33       ,2.97            ,10.67        ,1.33           ,0.56    ,3.74        ,1.2           ,0.77            ,30             ,6      ,676      ,2       ,206
fFR41.txt,0            ,2.53           ,0.79           ,1              ,1.27        ,0.09       ,3.15       ,1.57           ,0.66             ,1.05         ,2.84       ,1.92            ,8.34         ,2.53           ,1       ,1.49        ,1.22          ,0.92            ,32.37          ,6      ,677      ,2       ,206
fFR42.txt,1.47         ,3.27           ,0.42           ,0.84           ,1.72        ,0.42       ,3.86       ,2.05           ,0.34             ,1.05         ,2.94       ,7.17            ,5.87         ,0.63           ,0.04    ,2.05        ,0.92          ,0.92            ,35.98          ,6      ,678      ,2       ,206
fFR43.txt,0.09         ,2.26           ,0.81           ,2.43           ,0.43        ,0.34       ,3.07       ,2.3            ,0.04             ,0.21         ,2.26       ,3.58            ,5.92         ,0.47           ,0.21    ,2.64        ,1.02          ,0.68            ,28.76          ,6      ,679      ,2       ,206
fFR44.txt,0.38         ,2.86           ,0.46           ,1.01           ,1.43        ,0.59       ,2.81       ,2.94           ,0.29             ,0.5          ,1.72       ,4.83            ,4.28         ,0.5            ,0.17    ,2.31        ,1.3           ,0.67            ,29.05          ,6      ,680      ,2       ,206
fFR45.txt,0            ,1.82           ,0.56           ,0.95           ,1.48        ,0.35       ,1.87       ,2.6            ,0.48             ,0.17         ,3.86       ,1.91            ,5.08         ,0.39           ,0.39    ,1.04        ,1.87          ,0.26            ,25.08          ,6      ,681      ,2       ,206
fFR46.txt,0.04         ,4.13           ,0.55           ,2.06           ,1.94        ,0.76       ,2.49       ,4.13           ,0.21             ,0.13         ,2.53       ,5.18            ,1.47         ,0.59           ,0.21    ,1.22        ,0.88          ,0.84            ,29.36          ,6      ,682      ,2       ,206
fFR47.txt,0            ,2.97           ,1.13           ,1.96           ,0.96        ,0.44       ,2.44       ,4.49           ,0.13             ,0.17         ,2.4        ,3.53            ,2.88         ,1              ,0       ,2.4         ,0.92          ,0.7             ,28.52          ,6      ,683      ,2       ,206
fFR48.txt,0.04         ,1.92           ,0.73           ,1.15           ,2.22        ,0.6        ,2.01       ,3.2            ,0.17             ,0.21         ,2.48       ,2.73            ,2.18         ,0.21           ,0.09    ,2.22        ,0.85          ,0.56            ,23.57          ,6      ,684      ,2       ,206
